region,official_id,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,median_el,mean_el,max_el,min_el,elevation_m,prcp,tmin,tmax,vp,swe,srad,low_prcp_duration,low_prcp_freq,high_prcp_duration,high_prcp_freq,H_4_bits,H_6_bits,H_8_bits,H_9_bits,H_10_bits,H_11_bits,H_12_bits
CLR,08NE088,27.6,49.24255511447937,-117.75447016802018,-1151.46,0.3495,0.79,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.01,0.78,0.12,0.09,0.0,0.0,0.0,0.0,0.0,0.01,0.7,0.17,0.14,0.0,0.0,0.0,0.0,0.0,-0.01,18.112136840820312,113.58741262524828,1436.4505615234375,1452.356201171875,2166.835205078125,521.2797241210938,1452.356201171875,1139.7,0.5,9.1,710.5,163.9,270.6,3.7,0.6,1.0,0.0,1.163079349815422,3.5920546037255705,5.804329768833288,6.88832610490562,7.594421203206776,7.854449411726045,7.86104315438028
CLR,08NE091,7.4,49.28338365101303,-117.57921970398684,-1391.41,0.94806,0.84,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.74,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,13.454767227172852,270.1295255553492,1249.174072265625,1237.28076171875,1638.4710693359375,693.2440185546875,1237.28076171875,1157.6,1.1,10.4,732.7,116.8,263.2,3.6,0.6,1.0,0.0,2.7630834140595186,3.687545189214986,3.687545189214985,3.687545189214985,3.687545189214985,3.687545189214985,3.687545189214985
CLR,08NE096,39.0,49.14120753807548,-117.6310630079488,-1303.34,2.75254,0.83,0.11,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.13,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.15,0.09,0.0,0.0,0.0,0.0,0.0,0.02,14.887348175048828,172.2926235391148,1073.61669921875,1062.5201416015625,1484.3204345703125,550.6104736328125,1062.5201416015625,1035.4,1.4,11.1,739.5,89.7,266.4,3.8,0.6,1.0,0.0,3.0242567683305075,3.820310755091299,4.440163837066051,4.440163837066051,4.440163837066051,4.440163837066052,4.440163837066052
CLR,08NE097,5.4,49.1555703822877,-117.46982790514367,-1052.0,0.0,0.95,0.04,0.02,0.0,0.0,0.0,0.0,0.0,-0.01,0.88,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,26.270130157470703,308.7848645328898,1333.3651123046875,1329.8389892578125,1884.1231689453125,728.5626220703125,1329.8389892578125,1274.6,0.4,9.7,705.6,155.6,255.3,3.7,0.6,1.0,0.0,2.9679016717572524,4.273027369262973,4.5515601339685,4.5515601339685,4.551560133968501,4.551560133968501,4.5515601339685
CLR,08NE099,1.2,49.38432447193512,-117.71041755613705,-1410.0,1.0,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.314786911010746,72.10277586343464,1172.030517578125,1120.3665771484375,1456.0906982421875,624.103271484375,1120.3665771484375,1062.2,1.4,10.9,748.0,105.7,257.1,3.6,0.6,1.0,0.0,1.5259806342724915,1.8235429495023328,1.8235429495023325,1.8235429495023325,1.8235429495023325,1.8235429495023325,1.8235429495023325
CLR,08NE101,2.7,50.26196309236235,-117.6997865710158,-1052.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,23.8336181640625,199.8847584282411,1606.0068359375,1593.768310546875,1953.7962646484373,1163.2847900390625,1593.768310546875,1295.4,-1.8,8.0,607.3,332.5,292.9,3.2,0.5,1.0,0.0,2.345667804631147,3.979674930505291,5.176346348209236,5.176346348209238,5.176346348209237,5.176346348209238,5.176346348209236
CLR,08NE108,3.7,49.026159166164746,-117.74311172681594,-1227.02,10.14341,0.64,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.64,0.27,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.3,0.19,0.0,0.0,0.0,0.0,0.0,0.0,21.438404083251957,112.48750272556784,1267.0849609375,1264.3311767578125,1643.20751953125,809.2359619140625,1264.3311767578125,1016.8,0.9,10.4,714.5,111.9,271.9,3.9,0.6,1.0,0.0,3.1579736660549087,4.225155528601839,4.692044506756535,4.692044506756533,4.692044506756533,4.692044506756533,4.692044506756533
CLR,08NE110,286.5,49.97915412499879,-118.33852292109844,-1129.25,0.21578,0.83,0.11,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.77,0.13,0.09,0.0,0.0,0.0,0.0,0.0,0.01,0.64,0.21,0.14,0.0,0.0,0.0,0.0,0.0,0.01,13.540712356567385,69.1274214321212,1490.497802734375,1447.4970703125,2202.258056640625,520.1803588867188,1447.4970703125,1043.6,-2.0,8.2,594.0,262.7,287.4,3.3,0.6,1.0,0.0,0.9588155411781251,3.4721452772845454,5.658119049726752,7.034728517478127,8.294288341471635,9.08390003102132,9.52904704928974
CLR,08NE111,1.2,49.10168490365356,-117.84019540096536,-1412.74,7.09071,0.28,0.42,0.28,0.0,0.0,0.0,0.01,0.0,0.01,0.29,0.4,0.29,0.0,0.01,0.0,0.0,0.0,0.01,0.3,0.34,0.35,0.0,0.0,0.0,0.01,0.0,0.0,25.53103256225586,77.9487280379748,1585.381103515625,1597.751708984375,2001.4180908203125,1272.2509765625,1597.751708984375,1101.6,-0.1,8.1,682.2,185.4,273.6,3.9,0.6,1.0,0.0,2.40666760117143,3.2164310829375653,3.2164310829375653,3.2164310829375653,3.2164310829375653,3.2164310829375657,3.2164310829375657
CLR,08NE112,5.8,49.07558256506298,-117.87392199612678,-1307.56,6.12185,0.71,0.18,0.12,0.0,0.0,0.0,0.0,0.0,-0.0099999999999997,0.66,0.24,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.18,0.15,0.0,0.0,0.0,0.0,0.0,0.0,26.08766365051269,133.02648910184362,1666.0274658203125,1649.802978515625,2098.703369140625,1143.0040283203125,1649.802978515625,1091.0,-0.3,7.9,673.1,192.7,284.2,3.9,0.6,1.0,0.0,3.512198568308713,4.795280294162798,5.683976927138889,5.76875799932001,5.76875799932001,5.768757999320009,5.768757999320009
CLR,08NE113,23.1,49.12163651342611,-117.46014052693472,-1052.0,0.0,0.78,0.12,0.11,0.0,0.0,0.0,0.0,0.0,-0.01,0.77,0.12,0.12,0.0,0.0,0.0,0.0,0.0,-0.01,0.76,0.13,0.11,0.0,0.0,0.0,0.0,0.0,0.0,18.460494995117188,235.5062317338743,1466.2349853515625,1446.8934326171875,1956.0872802734373,842.2135009765625,1446.8934326171875,1345.6,0.0,9.1,687.8,184.2,274.5,3.7,0.6,1.1,0.0,2.518628830930274,3.917210804734373,6.3813444942987685,7.205268414938983,7.641494166675228,7.713725358327197,7.713725358327198
CLR,08NE114,56.6,49.21144364383445,-117.14958199860516,-1419.32,8.01114,0.81,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.79,0.09,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.0,22.981019973754883,289.0745766103703,1566.209716796875,1536.267333984375,2242.2197265625,728.5797729492188,1536.267333984375,1591.5,-0.6,8.3,657.2,244.3,274.5,3.7,0.6,1.1,0.0,1.3509803531951525,2.984263756059822,5.6848043553634895,7.059540723587949,8.213657429088949,8.970423778599608,9.287290075234829
CLR,08NE120,32.9,50.67005526858961,-117.75978855165503,-1100.56,1.75863,0.93,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.19,0.06,0.0,0.0,0.0,0.0,0.0,0.01,24.402851104736328,285.7227909764063,1230.4649658203125,1280.9146728515625,2427.40771484375,486.6502075195313,1280.9146728515625,1274.9,-1.0,8.2,636.3,327.2,269.0,3.1,0.5,1.0,0.0,3.686335168712662,5.581007810571054,6.815480693417382,7.185027691828012,7.255823519603266,7.255823519603267,7.255823519603267
CLR,08NE121,20.5,50.66861789993074,-117.74046949794328,-1054.98,0.13952,0.93,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.22,0.07,0.0,0.01,0.0,0.0,0.0,0.0,29.844276428222656,295.0847364438844,1621.52490234375,1583.8929443359375,2427.40771484375,777.4339599609375,1583.8929443359375,1404.2,-2.1,6.8,594.6,424.0,281.0,3.1,0.5,1.0,0.0,3.6119483476908156,4.88749354045813,6.6684803289359715,7.0886436857392505,7.181163248508942,7.181163248508942,7.181163248508942
CLR,08NE122,17.7,50.639264559120086,-117.76649509428802,-1066.95,0.04175,0.9,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.2,0.06,0.01,0.0,0.0,0.0,0.0,0.0,29.73407745361328,306.5927441525427,1609.0,1515.4326171875,2321.042236328125,521.007080078125,1515.4326171875,1340.2,-1.7,7.3,610.4,391.9,274.3,3.2,0.5,1.0,0.0,3.2858220861146363,4.999641022654407,6.708040878343948,7.084376563164966,7.128497662937347,7.128497662937347,7.128497662937347
CLR,08NE124,27.9,50.67003637700973,-117.75064584246292,-1060.01,0.37558,0.94,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.19,0.07,0.0,0.0,0.0,0.0,0.0,0.0,27.374128341674805,282.75786188725215,1388.0377197265625,1406.6435546875,2427.40771484375,516.8003540039062,1406.6435546875,1340.1,-1.6,7.5,615.1,373.0,274.6,3.1,0.5,1.0,0.0,2.639561101870406,4.881114184347261,6.921374792646457,7.251863187208453,7.381723653159842,7.3817236531598445,7.3817236531598445
CLR,08NF001,420.8,50.99201225902851,-116.21225390935506,-1300.97,6.35833,0.71,0.06,0.17,0.01,0.01,0.01,0.01,0.03,-0.01,0.69,0.06,0.19,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.08,0.24,0.01,0.01,0.0,0.0,0.0,0.0,20.360130310058597,129.47612721122567,1641.9072265625,1735.4315185546875,3192.23388671875,1163.0535888671875,1735.4315185546875,766.8,-4.7,5.9,485.7,232.0,288.1,3.7,0.6,1.0,0.0,1.1653544859327816,2.662154218703823,3.820895890129528,5.258154121630608,6.829576750760916,8.111518297167938,9.005840001082733
CLR,08NF002,5424.9,50.62149226311705,-115.67282514154044,-1210.03,6.67892,0.64,0.07,0.22,0.01,0.01,0.01,0.01,0.03,0.0,0.62,0.07,0.25,0.01,0.01,0.01,0.01,0.02,0.0,0.52,0.09,0.35,0.01,0.01,0.01,0.01,0.01,-0.01,25.39923095703125,211.3482876708308,1863.862548828125,1844.1011962890625,3617.406494140625,815.90576171875,1844.1011962890625,745.3,-4.9,5.8,486.1,215.0,284.9,4.0,0.7,1.0,0.0,2.73541860221914,4.518488727761493,6.513389161192505,7.735090599148695,8.794263989109782,9.428154528917782,9.670735044970781
CLR,08NF004,989.6,51.06888513179751,-115.99128660232022,-1222.34,8.63692,0.5,0.07,0.29,0.01,0.01,0.02,0.02,0.08,-2.220446049250313e-16,0.49,0.07,0.33,0.01,0.01,0.02,0.02,0.05,-2.220446049250313e-16,0.36,0.07,0.49,0.01,0.02,0.01,0.01,0.02,0.01,25.746118545532227,220.46336948124952,2067.948486328125,2036.2974853515625,3550.27294921875,1201.06591796875,2036.2974853515625,792.6,-6.4,4.3,438.8,285.1,292.6,3.9,0.7,1.0,0.0,3.6446175260238087,5.6351450943372585,7.564401179798127,8.439034760405079,8.909659455273573,8.950263203943939,8.950263203943937
CLR,08NG004,836.3,49.21364936248394,-115.53460869035403,-1055.75,0.0195,0.84,0.08,0.08,0.0,0.0,0.0,0.0,0.0,1.1102230246251563e-16,0.8,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.79,0.08,0.13,0.0,0.0,0.0,0.0,0.0,0.0,15.032758712768556,78.12841293922801,1443.399658203125,1447.3837890625,2237.76708984375,689.4223022460938,1447.3837890625,917.9,-1.6,9.2,600.0,139.4,284.8,4.2,0.7,1.0,0.0,3.4070026078082343,5.358932564605187,7.3472870975937905,8.057540847452035,8.305369676298483,8.32879760253403,8.328797602534031
CLR,08NG009,34.0,49.34631679980184,-115.14540681960418,-1242.52,8.20237,0.79,0.1,0.09,0.01,0.01,0.0,0.0,0.0,0.0,0.78,0.11,0.1,0.01,0.01,0.0,0.0,0.0,-0.01,0.6,0.16,0.22,0.01,0.01,0.0,0.0,0.0,0.0,21.458934783935547,232.49215053811224,1174.8897705078125,1307.2166748046875,2275.989990234375,851.1122436523438,1307.2166748046875,925.4,-1.5,9.9,608.1,138.3,284.2,3.8,0.7,1.0,0.0,3.7322026815553033,5.5851610639408475,6.729857650273461,6.831982480613896,6.837229234670373,6.837229234670374,6.837229234670374
CLR,08NG012,2395.5,49.67772928618444,-116.30494472949682,-1399.08,13.53032,0.69,0.08,0.18,0.01,0.01,0.01,0.01,0.01,0.0,0.68,0.08,0.2,0.01,0.01,0.01,0.01,0.0,0.0,0.61,0.1,0.25,0.01,0.01,0.01,0.01,0.0,0.0,23.809301376342773,121.9628714186394,1823.8538818359373,1776.273681640625,2930.197265625,847.8522338867188,1776.273681640625,898.6,-2.9,7.2,564.6,242.9,289.5,4.0,0.7,1.0,0.0,2.6992717560881005,4.071069023845372,6.1794211450224905,7.596239369169426,8.747285152420933,9.469063497761445,9.9079036552979
CLR,08NG032,35.9,49.8713368671831,-115.62393298529122,-1426.09,21.78244,0.76,0.08,0.14,0.0,0.0,0.0,0.0,0.0,0.02,0.76,0.08,0.14,0.0,0.0,0.0,0.0,0.0,0.02,0.59,0.08,0.31,0.01,0.01,0.0,0.0,0.0,0.0,23.699243545532227,257.42101827873046,1399.204833984375,1490.1854248046875,2792.728759765625,837.1237182617188,1490.1854248046875,635.6,-2.3,8.5,569.4,139.9,278.2,4.3,0.7,1.0,0.1,3.619737712056296,4.696180686950109,5.500575424994712,5.500575424994712,5.500575424994713,5.500575424994712,5.500575424994712
CLR,08NG042,19984.1,49.95794158070503,-115.54619536247364,-1256.56,8.03018,0.67,0.08,0.2,0.01,0.01,0.01,0.01,0.01,0.0,0.65,0.08,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.11,0.29,0.01,0.01,0.01,0.01,0.0,0.0,21.83578872680664,179.44716804314598,1723.294921875,1692.906005859375,3617.406494140625,689.4223022460938,1692.906005859375,824.0,-3.5,7.2,536.7,199.5,285.3,4.0,0.7,1.0,0.0,2.057705413683209,3.8100116897660725,6.497628704852028,7.9016292168566915,8.742569346496214,8.891161041344144,8.891161041344143
CLR,08NG046,1478.5,49.71959740239077,-116.44627467111953,-1453.58,15.33953,0.68,0.07,0.19,0.01,0.01,0.01,0.01,0.02,0.0,0.67,0.07,0.22,0.01,0.01,0.01,0.01,0.0,0.0,0.57,0.11,0.28,0.01,0.02,0.0,0.01,0.0,0.0,27.23031997680664,188.69995796367624,1920.2618408203125,1874.728759765625,2930.197265625,974.1826782226562,1874.728759765625,1021.8,-3.4,6.6,557.2,295.3,291.9,3.8,0.6,1.0,0.0,2.5195617619524078,3.4334154796246406,6.08257913846488,7.629298298958081,8.818793008849028,9.536191491173042,9.995860440800767
CLR,08NG051,657.7,49.93154624175104,-116.05757450992098,-1316.99,5.6212,0.7,0.08,0.19,0.01,0.01,0.0,0.01,0.01,-0.01,0.69,0.08,0.21,0.01,0.01,0.0,0.0,0.0,1.1102230246251563e-16,0.6,0.11,0.26,0.01,0.01,0.0,0.0,0.0,0.01,22.90797615051269,108.20969994674348,1989.0859375,1899.9368896484373,2865.980224609375,796.5364990234375,1899.9368896484373,731.5,-3.5,6.2,551.2,198.3,283.6,4.1,0.7,1.0,0.1,2.420534708056123,3.764330468076185,6.573831273599474,7.912456195302966,8.872958765161556,9.280171792187598,9.379775081338416
CLR,08NG052,191.8,49.72837929730839,-115.52831673185749,-1395.04,13.34945,0.7,0.11,0.17,0.01,0.01,0.0,0.0,0.0,0.0,0.69,0.11,0.18,0.01,0.01,0.0,0.0,0.0,0.0,0.58,0.13,0.26,0.01,0.01,0.0,0.0,0.0,0.01,26.856882095336918,235.86800080160555,1848.7890625,1774.913818359375,2833.22607421875,797.0706787109375,1774.913818359375,807.2,-3.3,6.6,547.8,210.9,288.4,4.0,0.7,1.0,0.1,1.6026480726885908,3.163059327341167,5.4817924830038205,6.78257585975639,7.617992057762437,7.867813533743188,7.936265294896947
CLR,08NG057,9.7,49.73103525045047,-115.96122695348308,-1052.0,0.0,0.84,0.08,0.08,0.01,0.0,0.0,0.0,0.0,-0.0099999999999997,0.78,0.09,0.13,0.01,0.0,0.0,0.0,0.0,-0.01,0.62,0.15,0.23,0.0,0.0,0.0,0.0,0.0,0.0,11.837701797485352,123.75338932697753,1283.435302734375,1353.2215576171875,1799.699951171875,1141.35693359375,1353.2215576171875,568.8,-1.1,9.7,599.0,91.9,285.6,4.3,0.7,1.0,0.1,1.6581966559622772,3.670784198841744,5.3754664566952055,5.8207909066119266,5.876412019535024,5.876412019535022,5.876412019535024
CLR,08NG061,17.5,49.37497733256156,-115.49197505271378,-1052.0,0.0,0.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,17.266874313354492,62.70673650172669,1320.7239990234375,1347.2845458984375,1817.5574951171875,930.4879760742188,1347.2845458984375,878.2,-1.4,9.8,612.0,126.6,278.6,4.0,0.7,1.0,0.0,3.464757392534618,4.711705431635351,5.07456032342213,5.074560323422129,5.074560323422129,5.07456032342213,5.074560323422129
CLR,08NG062,22.8,49.53752830104761,-115.44737263375492,-1227.57,7.31529,0.63,0.09,0.16,0.01,0.1,0.0,0.0,0.0,0.01,0.63,0.09,0.17,0.01,0.1,0.0,0.0,0.0,0.0,0.54,0.1,0.28,0.01,0.06,0.0,0.0,0.0,0.01,24.260986328125,237.05238618204876,1188.4677734375,1374.72607421875,2796.14306640625,821.0046997070312,1374.72607421875,794.5,-1.8,9.2,590.5,162.5,282.9,4.0,0.7,1.0,0.0,1.233745182224768,3.842399183215342,4.360288477811018,4.360288477811017,4.360288477811017,4.360288477811018,4.360288477811018
CLR,08NG065,11426.7,50.20233858461203,-115.87184290700932,-1261.45,8.27348,0.66,0.08,0.21,0.01,0.01,0.01,0.01,0.02,-0.01,0.64,0.08,0.23,0.01,0.01,0.01,0.01,0.01,0.0,0.55,0.1,0.31,0.01,0.01,0.01,0.01,0.0,0.0,22.76638603210449,172.03224248205206,1787.94091796875,1745.8756103515625,3617.406494140625,765.0926513671875,1745.8756103515625,765.2,-3.8,6.8,526.7,208.3,285.2,4.0,0.7,1.0,0.0,2.1789343460795707,3.33660432391709,5.955171669677115,7.234254145532546,8.540034615017866,9.589623181595824,10.005227112075737
CLR,08NG076,137.2,49.82528469477148,-115.95260860450549,-1216.42,6.87258,0.75,0.09,0.15,0.01,0.0,0.0,0.0,0.0,0.0,0.69,0.1,0.19,0.01,0.01,0.0,0.0,0.0,0.0,0.51,0.15,0.32,0.0,0.01,0.0,0.0,0.0,0.01,16.164838790893555,96.70251800755705,1474.0352783203125,1624.0599365234375,2601.889892578125,1030.7950439453125,1624.0599365234375,629.6,-2.3,7.8,575.9,133.6,283.0,4.3,0.7,1.0,0.1,1.1504876386068976,3.534005069810055,5.519922232644404,6.774495111711282,7.988811633501125,8.790055799346762,9.165763812377904
CLR,08NG077,211.0,49.80532183964862,-116.58009608262648,-1369.53,14.11989,0.62,0.08,0.24,0.01,0.01,0.01,0.01,0.02,0.0,0.61,0.08,0.27,0.01,0.01,0.01,0.01,0.0,0.0,0.6,0.13,0.25,0.01,0.01,0.0,0.0,0.0,0.0,27.63477897644043,147.7228323077379,1887.2869873046875,1864.7498779296875,2788.88427734375,1082.9681396484375,1864.7498779296875,1172.0,-3.8,6.7,555.7,354.4,297.1,3.4,0.6,1.0,0.0,1.00336828409355,2.86938368304367,6.049560069554347,7.397380514183923,8.544084815879872,9.357776032435558,9.7106568258821
CLR,08NG078,311.0,49.11538594976975,-115.48525910007598,-1062.08,0.05244,0.86,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.09,0.08,0.0,0.0,0.0,0.0,0.0,1.1102230246251563e-16,0.8,0.09,0.11,0.0,0.0,0.0,0.0,0.0,0.0,16.23870277404785,352.47476456594654,1449.7366943359375,1467.441650390625,2237.76708984375,996.4752807617188,1467.441650390625,967.6,-1.7,9.1,596.8,145.1,285.4,4.3,0.7,1.0,0.0,2.0826892592732418,3.8407609645565115,6.40166547867887,7.708621901498362,8.595890124500452,9.112625900644996,9.314852774900599
CLR,08NG083,7.1,49.06153155583885,-115.01134337341333,-1512.31,18.70596,0.73,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.15,0.19,0.0,0.0,0.0,0.0,0.0,0.0,28.635427474975582,234.56483839521692,1778.39404296875,1773.39404296875,2322.16162109375,1165.026611328125,1773.39404296875,1329.6,-2.6,7.2,564.4,252.8,303.2,4.4,0.7,1.1,0.0,2.378566812918564,4.282102864238675,4.285690522167941,4.285690522167939,4.28569052216794,4.285690522167939,4.28569052216794
CLR,08NG086,148.0,49.709927360162496,-116.15590210781254,-1520.0,19.0,0.76,0.06,0.14,0.01,0.01,0.01,0.01,0.01,-0.01,0.75,0.06,0.16,0.01,0.01,0.01,0.0,0.0,0.0,0.69,0.07,0.21,0.01,0.01,0.0,0.0,0.0,0.01,24.72815704345703,112.08798328547245,1953.05029296875,1944.1270751953125,2755.65283203125,1105.7406005859375,1944.1270751953125,734.7,-3.4,6.0,545.3,205.1,292.2,4.3,0.7,1.0,0.1,2.2962694842738474,4.407996479733355,7.007463049116194,8.062094455701786,8.788584336161986,9.190345976179499,9.342834528483657
CLR,08NH003,279.3,50.35859632872906,-116.75705406494244,-1239.83,21.60627,0.47,0.05,0.22,0.01,0.01,0.02,0.02,0.2,0.0,0.47,0.06,0.27,0.01,0.01,0.02,0.02,0.15,-0.01,0.43,0.08,0.3,0.01,0.01,0.02,0.02,0.13,0.0,28.612354278564453,243.61781814750063,2065.772705078125,2021.004150390625,3254.0,590.9642333984375,2021.004150390625,1389.7,-5.2,4.9,502.2,649.9,302.5,3.1,0.5,1.0,0.0,2.636787998285628,4.67871185725709,7.1960643581611,8.028125026651614,8.333706488498466,8.386249073821952,8.386249073821952
CLR,08NH005,440.7,49.934093942446864,-117.09179535689007,-1275.22,4.18807,0.68,0.1,0.17,0.01,0.01,0.01,0.01,0.02,-0.01,0.66,0.1,0.2,0.01,0.01,0.0,0.01,0.01,0.0,0.56,0.18,0.23,0.01,0.01,0.0,0.0,0.01,0.0,27.808958053588867,132.42314348330652,1812.2281494140625,1749.027587890625,2864.230712890625,645.6407470703125,1749.027587890625,1569.4,-3.4,7.0,572.0,565.0,301.0,3.2,0.5,1.0,0.0,1.9865951383168465,3.3903161812262246,6.000155447673849,7.277791670503301,8.553687658083119,9.45678001096287,9.86311927344316
CLR,08NH006,1573.7,49.22628795923657,-115.98853745399522,-1130.59,2.50358,0.79,0.1,0.1,0.0,0.0,0.0,0.01,0.0,0.0,0.77,0.1,0.12,0.0,0.0,0.0,0.01,0.0,0.0,0.7,0.13,0.16,0.0,0.0,0.0,0.01,0.0,0.0,15.372933387756348,33.610583431078624,1472.3740234375,1458.9083251953125,2400.38525390625,799.755126953125,1458.9083251953125,868.8,-1.3,9.2,604.0,145.7,284.5,4.2,0.7,1.0,0.0,2.6077755801806832,4.198994593547112,6.026885618358824,7.199356329583509,8.418499134064636,9.042639809689668,9.258797781825555
CLR,08NH007,1630.2,50.523475111340666,-117.32516742759636,-1293.84,6.5156,0.57,0.11,0.19,0.01,0.01,0.01,0.03,0.07,0.0,0.57,0.11,0.23,0.01,0.01,0.01,0.03,0.03,0.0,0.49,0.19,0.25,0.01,0.01,0.01,0.03,0.02,-0.01,27.53465461730957,11.5141940303058,1719.667724609375,1658.6839599609375,2948.41845703125,558.0,1658.6839599609375,1401.2,-3.0,6.4,564.9,480.7,289.8,3.1,0.5,1.0,0.0,2.6894100716676275,3.99097298590093,6.0863512375292,7.331733985662645,8.417376112463142,9.124574073246478,9.386406402747191
CLR,08NH009,5.7,49.08041520276452,-116.39374272871603,-1520.0,19.0,0.88,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.05,0.08,0.0,0.0,0.0,0.0,0.0,-0.01,0.87,0.03,0.09,0.0,0.01,0.0,0.0,0.0,0.0,25.945043563842773,253.3432170746536,1742.739990234375,1690.499755859375,2176.8486328125,770.1058349609375,1690.499755859375,1259.9,-1.3,8.3,622.3,229.7,288.4,4.1,0.6,1.1,0.0,2.4021084848828833,4.50845167522257,5.772888962527244,5.923199629158159,5.923199629158159,5.923199629158159,5.923199629158159
CLR,08NH016,49.6,49.24430237710924,-116.53379244267768,-1314.84,16.91681,0.87,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.87,0.1,0.04,0.0,0.0,0.0,0.0,0.0,-0.01,0.78,0.17,0.04,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,20.82862091064453,189.94501658153976,1547.880615234375,1503.280517578125,2180.057373046875,731.7449340820312,1503.280517578125,1256.2,-1.3,8.5,621.5,229.3,292.9,4.0,0.6,1.1,0.0,1.4746816622465289,3.357116226199448,5.366853177577371,6.66059606975521,7.665256586094836,8.283370554953269,8.411341628427495
CLR,08NH032,242.2,48.97666055342024,-116.76749598859442,-1500.41,8.04369,0.92,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.92,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,19.24448013305664,40.89886886596104,1512.2906494140625,1489.2427978515625,2103.036865234375,537.7537841796875,1489.2427978515625,1430.5,-0.7,8.7,643.5,214.1,284.3,4.1,0.6,1.1,0.0,1.497134111254377,3.173938610863553,5.880834804742562,7.283383981709084,8.390456412582799,8.837975393909158,8.94497381105266
