region,official_id,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,median_el,mean_el,max_el,min_el,elevation_m,prcp,tmin,tmax,vp,swe,srad,low_prcp_duration,low_prcp_freq,high_prcp_duration,high_prcp_freq,mean_runoff
CLR,12331600,5963.5,46.34385934587616,-112.86705116657453,-1326.15,7.62541,0.49,0.15,0.28,0.01,0.06,0.01,0.0,0.0,0.0,0.49,0.15,0.27,0.01,0.06,0.01,0.0,0.0,0.01,0.49,0.15,0.27,0.02,0.06,0.01,0.0,0.0,0.0,11.597476,16.88473504098664,1786.7607,1826.2656,3245.0935,1201.6357,1826.2656,533.5,-2.6,10.8,511.3,97.9,326.2,5.4,0.7,1.0,0.1,0.3646670548732824
CLR,12331800,6253.0,46.36210057578206,-112.88548895238232,-1322.47,7.57927,0.49,0.15,0.28,0.01,0.06,0.01,0.0,0.0,0.0,0.49,0.15,0.27,0.01,0.06,0.01,0.0,0.0,0.01,0.49,0.15,0.27,0.02,0.06,0.01,0.0,0.0,0.0,11.793505,19.278380862063347,1776.1042,1813.8246,3245.0935,1155.0719,1813.8246,532.0,-2.6,10.9,511.9,97.0,325.9,5.4,0.7,1.0,0.1,0.28767694382757797
CLR,12331900,6600.5,46.37856798218391,-112.91498314170823,-1321.79,7.34684,0.49,0.15,0.27,0.01,0.05,0.01,0.0,0.0,0.02,0.5,0.15,0.27,0.01,0.05,0.01,0.0,0.0,0.0099999999999998,0.5,0.15,0.27,0.02,0.05,0.01,0.0,0.0,0.0,12.132375,18.39181033990589,1764.6088,1800.9531,3245.0935,1092.7098,1800.9531,530.6,-2.5,10.9,513.2,95.8,325.3,5.4,0.7,1.0,0.1,0.2859298203417184
CLR,12332000,316.2,46.03699876978939,-113.53805774576963,-1255.76,2.0325,0.85,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.51,0.1,0.39,0.0,0.0,0.0,0.0,0.0,0.0,15.580772,335.31522588194383,2172.1753,2171.2366,3185.6125,1640.8069,2171.2366,715.5,-3.9,8.6,490.8,215.3,342.3,4.8,0.7,1.0,0.0,0.9141356572400338
CLR,12334510,2283.7,46.31271747208773,-113.60841613676824,-1370.77,5.33554,0.72,0.13,0.13,0.0,0.01,0.0,0.0,0.0,0.01,0.72,0.15,0.12,0.0,0.01,0.0,0.0,0.0,0.0,0.65,0.21,0.13,0.01,0.01,0.0,0.0,0.0,-0.01,17.776808,4.333319511927911,1959.0802,1963.8793,3185.6125,1073.1033,1963.8793,660.3,-2.6,9.6,529.8,152.0,326.5,4.8,0.7,1.0,0.0,0.5677711454801752
CLR,12334550,9177.4,46.374996880750814,-113.11280922627152,-1333.65,6.66867,0.56,0.15,0.23,0.01,0.04,0.01,0.0,0.0,0.0,0.56,0.15,0.23,0.01,0.04,0.01,0.0,0.0,0.0,0.54,0.17,0.23,0.01,0.04,0.01,0.0,0.0,0.0,13.85031,14.860640836945551,1806.5969,1831.3896,3245.0935,1011.5865,1831.3896,564.5,-2.5,10.6,519.6,109.0,325.0,5.2,0.7,1.0,0.1,0.3453288079456591
CLR,12334600,37.3,47.0416266517178,-112.35973718395265,-1515.24,9.41001,0.91,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.9,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,22.388292,288.4835605790124,1824.3999,1837.4814,2274.8477,1567.7657,1837.4814,634.1,-1.8,10.1,565.7,124.6,316.2,6.2,0.8,1.0,0.1,1.0664775573855398
CLR,12334650,260.7,47.0520483458497,-112.4377139110551,-1430.85,7.79656,0.78,0.13,0.07,0.01,0.0,0.0,0.0,0.0,0.01,0.8,0.13,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.68,0.14,0.16,0.01,0.0,0.0,0.0,0.0,0.0099999999999998,17.996452,187.88945781577405,1754.8054,1778.0597,2480.1831,1460.6385,1778.0597,648.1,-1.8,10.4,560.8,129.0,319.2,5.9,0.8,1.0,0.1,0.7313025888936086
CLR,12335000,1250.5,47.01661301521458,-112.62434447221216,-1219.91,4.14257,0.69,0.12,0.16,0.02,0.01,0.0,0.0,0.0,0.0,0.7,0.12,0.15,0.02,0.01,0.0,0.0,0.0,0.0,0.64,0.2,0.13,0.02,0.01,0.0,0.0,0.0,0.0,16.655581,171.9803084531075,1759.5051,1784.7583,2863.3215,1311.1342,1784.7583,678.4,-2.1,10.2,541.2,156.4,321.9,5.6,0.7,1.0,0.1,0.857264624636969
CLR,12335100,1292.7,47.014144949126646,-112.6360352883539,-1217.22,4.09111,0.68,0.12,0.17,0.03,0.01,0.0,0.0,0.0,-0.01,0.68,0.12,0.16,0.03,0.01,0.0,0.0,0.0,0.0,0.62,0.2,0.14,0.03,0.01,0.0,0.0,0.0,0.0,16.301748,188.2022968309992,1746.8097,1771.0068,2863.3215,1297.3218,1771.0068,670.4,-2.1,10.4,539.7,153.2,321.8,5.6,0.7,1.0,0.1,0.6402858370407577
CLR,12335500,309.2,46.762845938427816,-112.67050776611984,-1305.93,8.22111,0.6,0.09,0.26,0.01,0.05,0.0,0.0,0.0,-0.01,0.59,0.1,0.26,0.01,0.05,0.0,0.0,0.0,-0.01,0.6,0.09,0.25,0.01,0.05,0.0,0.0,0.0,0.0,13.872654,295.1380947743563,1710.8147,1756.1476,2529.1719,1409.7821,1756.1476,584.2,-2.3,10.5,525.8,121.9,323.9,5.4,0.7,1.0,0.1,0.28552174417203663
CLR,12338300,760.7,47.157818699603474,-112.91468163975026,-1195.97,2.97814,0.43,0.33,0.21,0.02,0.01,0.0,0.0,0.0,0.0,0.42,0.33,0.22,0.02,0.01,0.0,0.0,0.0,0.0,0.41,0.35,0.22,0.02,0.01,0.0,0.0,0.0,-0.01,18.357819,225.34030989574816,1930.0913,1885.0249,2864.686,1238.0214,1885.0249,767.7,-2.6,9.5,526.5,203.1,324.5,5.7,0.7,1.1,0.1,1.2255639961200944
CLR,12338500,3247.7,46.98041787274419,-112.81170720974828,-1232.21,4.71733,0.57,0.16,0.22,0.02,0.03,0.0,0.0,0.0,0.0,0.57,0.16,0.22,0.02,0.03,0.0,0.0,0.0,0.0,0.55,0.2,0.21,0.02,0.03,0.0,0.0,0.0,-0.01,15.036481,291.0803299668195,1729.5004,1743.7703,2864.686,1193.3152,1743.7703,647.7,-2.2,10.5,529.0,145.8,321.8,5.7,0.7,1.0,0.1,0.6871346445784132
CLR,12338690,379.9,47.1727120285246,-113.1642425202238,-1266.86,2.49515,0.68,0.07,0.22,0.03,0.01,0.0,0.0,0.0,-0.01,0.67,0.16,0.13,0.03,0.01,0.0,0.0,0.0,0.0,0.4,0.14,0.42,0.03,0.01,0.0,0.0,0.0,0.0,18.357002,165.0853776239278,1807.1282,1767.2573,2601.9431,1216.0415,1767.2573,853.0,-2.4,9.9,533.1,217.8,326.0,5.4,0.7,1.1,0.0,1.2306372275608621
CLR,12339450,896.2,47.21057688357119,-113.54167616697264,-1283.6,1.47415,0.73,0.11,0.12,0.02,0.0,0.0,0.02,0.0,0.0,0.76,0.09,0.11,0.02,0.0,0.0,0.02,0.0,0.0,0.69,0.12,0.15,0.02,0.0,0.0,0.02,0.0,0.0,12.882286,150.90517170598474,1487.0172,1560.3363,2767.541,1164.5046,1560.3363,908.2,-1.8,10.9,566.6,187.4,316.2,4.4,0.6,1.0,0.0,0.7649825639727629
CLR,12339800,5216.8,47.03705816036999,-113.03526590450524,-1252.11,3.5688,0.62,0.14,0.2,0.02,0.02,0.0,0.0,0.0,0.0,0.63,0.14,0.19,0.02,0.02,0.0,0.0,0.0,0.0,0.58,0.16,0.21,0.02,0.02,0.0,0.0,0.0,0.01,14.609072,190.95426042442628,1645.3982,1676.8259,2864.686,1076.906,1676.8259,702.3,-2.1,10.7,537.4,152.4,320.1,5.4,0.7,1.0,0.1,0.7008533047194616
CLR,12340000,5855.4,47.02572844700453,-113.1009310674526,-1258.21,3.34976,0.63,0.14,0.19,0.02,0.02,0.0,0.0,0.0,0.0,0.64,0.13,0.18,0.02,0.02,0.0,0.0,0.0,0.01,0.59,0.17,0.2,0.02,0.02,0.0,0.0,0.0,0.0,14.627318,182.7473220359036,1620.178,1655.4205,2864.686,1022.738,1655.4205,698.6,-2.0,10.8,541.9,147.4,319.0,5.4,0.7,1.0,0.1,0.6711381290286408
CLR,12340500,15213.8,46.6314814422401,-113.11707323737404,-1304.5,5.32721,0.59,0.14,0.21,0.01,0.03,0.01,0.0,0.0,0.01,0.59,0.14,0.21,0.01,0.03,0.01,0.0,0.0,0.01,0.56,0.17,0.21,0.02,0.03,0.01,0.0,0.0,0.0,14.237333,16.7367246480711,1739.6803,1758.8439,3245.0935,975.2392,1758.8439,617.3,-2.2,10.7,529.2,123.6,322.4,5.3,0.7,1.0,0.1,0.49381561655263345
CLR,12341000,210.0,46.99045231663299,-113.89183150513134,-1375.16,1.09863,0.79,0.08,0.1,0.01,0.01,0.02,0.0,0.0,-0.01,0.79,0.08,0.1,0.01,0.01,0.02,0.0,0.0,-0.01,0.79,0.11,0.07,0.01,0.01,0.02,0.0,0.0,-0.01,20.033241,175.44223896433422,1804.2351,1738.9895,2628.1296,972.2262,1738.9895,897.1,-1.4,9.7,597.5,193.3,315.9,4.1,0.7,1.0,0.0,1.2772292835070171
CLR,12343400,984.6,45.87036684148774,-113.85589404393905,-1368.56,1.63834,0.61,0.31,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.63,0.29,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.58,0.32,0.08,0.0,0.01,0.0,0.0,0.0,0.01,18.821077,298.4362615677409,1947.7064,1941.0598,2895.4492,1279.5682,1941.0598,697.9,-3.1,9.9,506.2,191.5,340.1,4.7,0.7,1.0,0.0,0.7034476217110788
CLR,12343500,1046.0,45.87270183181547,-113.86883561430014,-1367.89,1.59807,0.59,0.33,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.61,0.31,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.57,0.34,0.08,0.0,0.01,0.0,0.0,0.0,1.1102230246251563e-16,18.860006,300.3734556386953,1922.6422,1919.4392,2895.4492,1228.5822,1919.4392,694.6,-3.0,10.1,508.9,185.9,338.8,4.7,0.7,1.0,0.0,0.6605500019677738
CLR,12344000,2721.4,45.79585918261014,-114.11656193871758,-1431.88,3.74287,0.64,0.25,0.09,0.0,0.01,0.0,0.0,0.0,0.01,0.64,0.24,0.11,0.0,0.01,0.0,0.0,0.0,0.0,0.62,0.28,0.09,0.0,0.01,0.0,0.0,0.0,0.0,21.008688,308.0139802047572,1940.9619,1936.4727,3093.4919,1200.1183,1936.4727,803.7,-2.7,9.9,525.4,233.2,341.5,4.7,0.7,1.0,0.0,0.8001087195638946
CLR,12345000,140.9,46.03570286585903,-114.38044848083904,-1349.32,2.31045,0.51,0.18,0.28,0.0,0.0,0.0,0.02,0.0,0.01,0.54,0.21,0.22,0.0,0.0,0.0,0.03,0.0,0.0,0.53,0.24,0.2,0.0,0.0,0.0,0.03,0.0,0.0,24.889345,78.09668863423035,2067.9907,2022.9448,3040.2495,1236.1442,2022.9448,1297.7,-2.8,9.0,546.4,436.6,348.2,4.4,0.6,1.0,0.0,2.5657718599151385
CLR,12345850,168.9,46.077716104547854,-113.93805090485878,-1409.83,1.03332,0.58,0.39,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.37,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.39,0.02,0.0,0.0,0.0,0.0,0.0,0.0,19.260756,256.6316319881231,1966.5145,1940.8142,2698.6064,1254.179,1940.8142,768.1,-2.5,9.8,538.5,184.4,336.0,4.6,0.7,1.0,0.0,1.349205289544633
CLR,12346500,226.5,46.17331995222926,-113.84250735221973,-1331.7,2.69167,0.6,0.25,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.25,0.12,0.0,0.0,0.0,0.0,0.0,0.01,0.62,0.31,0.07,0.0,0.0,0.0,0.0,0.0,0.0,21.849758,258.97917586132843,2050.7881,2041.7693,2744.7322,1354.4465,2041.7693,786.5,-2.9,9.0,527.9,217.0,339.1,4.4,0.7,1.0,0.0,0.9874578987920742
CLR,12347500,68.1,46.2685728635589,-114.35516957958018,-1390.49,4.38654,0.5,0.18,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.18,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.01,29.125864,58.45439562474776,2042.8822,2021.1063,2779.532,1237.4039,2021.1063,1216.3,-2.7,8.6,550.6,367.9,344.4,4.5,0.7,1.0,0.0,2.505033816585392
CLR,12348200,4288.2,45.91651612096742,-114.1355154983688,-1395.89,3.12159,0.6,0.25,0.13,0.01,0.02,0.0,0.0,0.0,-0.01,0.59,0.24,0.14,0.01,0.02,0.0,0.0,0.0,0.0,0.58,0.27,0.12,0.01,0.02,0.0,0.0,0.0,0.0,20.731701,22.25342064944998,1916.1754,1889.2777,3093.4919,1055.0046,1889.2777,845.2,-2.4,10.2,536.7,233.8,337.7,4.6,0.7,1.0,0.0,0.8115938839069553
CLR,12348500,59.8,46.29133877453468,-113.92549402680844,-1262.96,5.27062,0.91,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,21.064627,256.3080873707895,1957.2743,1938.9589,2577.3352,1229.7161,1938.9589,750.1,-2.2,9.7,546.5,178.9,330.4,4.6,0.7,1.0,0.1,0.6427081398531994
CLR,12349500,55.6,46.35185047634384,-114.32303127636482,-1383.9,0.90594,0.44,0.27,0.26,0.01,0.01,0.0,0.0,0.0,0.01,0.53,0.2,0.25,0.01,0.01,0.0,0.0,0.0,0.0,0.52,0.26,0.19,0.01,0.01,0.0,0.0,0.0,0.01,26.244175,46.070402703590325,1956.2347,1897.0361,2740.6516,1049.2177,1897.0361,1003.6,-2.0,9.7,557.7,273.7,332.0,4.6,0.7,1.0,0.0,2.442127059825374
CLR,12350000,72.5,46.39683355939911,-114.33530341751352,-1400.52,2.38388,0.68,0.11,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.11,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.12,0.2,0.0,0.0,0.0,0.0,0.0,0.0,27.014462,102.03517728712288,2025.017,1975.7703,2707.0688,1145.5634,1975.7703,1069.3,-2.3,8.8,556.4,296.8,337.6,4.5,0.7,1.0,0.0,2.4146275369408325
CLR,12350250,5004.8,45.97540052516026,-114.13712595713618,-1381.87,3.00042,0.57,0.24,0.14,0.01,0.04,0.0,0.0,0.0,0.0,0.57,0.23,0.15,0.01,0.04,0.0,0.0,0.0,0.0,0.55,0.27,0.13,0.01,0.04,0.01,0.0,0.0,-0.01,19.99498,3.044936303338272,1886.2747,1847.0032,3093.4919,1014.5308,1847.0032,826.8,-2.3,10.4,539.8,221.7,335.5,4.7,0.7,1.0,0.0,0.7595426578199724
CLR,12350500,78.3,46.54420244260471,-114.26218140520636,-1395.05,2.7303,0.57,0.13,0.29,0.0,0.0,0.0,0.0,0.0,0.01,0.57,0.18,0.24,0.0,0.0,0.0,0.0,0.0,0.01,0.56,0.29,0.14,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,29.594276,74.54949004030419,2010.7462,1968.5062,2848.3237,1025.1024,1968.5062,954.0,-2.1,8.4,565.3,265.0,321.1,4.5,0.7,1.0,0.0,2.462525095309259
CLR,12351000,220.7,46.39109483687769,-113.87714040242172,-1439.63,8.83317,0.75,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.01,0.76,0.19,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.2,0.04,0.0,0.0,0.0,0.0,0.0,0.01,19.542641,277.620103532785,1925.906,1919.9166,2638.522,1176.8273,1919.9166,702.6,-2.1,9.6,547.7,161.1,325.1,4.7,0.7,1.0,0.1,0.5445386495728081
CLR,12351200,6025.5,46.064069542602056,-114.1227478831096,-1376.5,3.19336,0.55,0.23,0.15,0.01,0.05,0.0,0.0,0.0,0.0099999999999998,0.55,0.22,0.16,0.01,0.05,0.0,0.0,0.0,0.0099999999999998,0.54,0.25,0.14,0.01,0.05,0.01,0.0,0.0,0.0,19.24435,332.0540336069671,1847.4374,1802.6329,3093.4919,976.14496,1802.6329,796.5,-2.1,10.5,543.2,205.9,332.2,4.7,0.7,1.0,0.0,0.8668614399649178
CLR,12351400,54.3,46.65467413150722,-113.87663905616242,-1475.8,5.16944,0.29,0.22,0.48,0.0,0.0,0.0,0.0,0.0,0.01,0.33,0.62,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.63,0.03,0.0,0.0,0.0,0.0,0.0,0.0,21.967505,234.785743092423,1631.8787,1641.5463,2236.2498,1148.0267,1641.5463,642.2,-1.2,10.9,588.2,91.9,312.3,4.4,0.7,1.0,0.0,0.32178082846363504
CLR,12352000,650.0,46.732693434575175,-114.39864081545537,-1431.69,4.70746,0.84,0.12,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.01,0.75,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,20.040127,342.5840078719623,1569.494,1605.6273,2786.9111,997.26099,1605.6273,970.6,-1.1,10.3,601.5,177.2,309.1,4.1,0.6,1.0,0.0,0.8392998728131338
CLR,12352500,7265.3,46.17737984870613,-114.13967752959395,-1377.14,3.30347,0.57,0.22,0.15,0.01,0.04,0.01,0.0,0.0,0.0,0.57,0.22,0.15,0.02,0.04,0.01,0.0,0.0,-0.01,0.55,0.24,0.14,0.02,0.04,0.01,0.0,0.0,0.0,19.08816,333.85529317357083,1774.9547,1752.0918,3093.4919,948.73822,1752.0918,798.0,-1.8,10.7,553.0,193.2,327.9,4.6,0.7,1.0,0.0,0.7678006491591182
CLR,12353000,22900.0,46.49437715595486,-113.45935920657436,-1328.15,4.60693,0.58,0.17,0.19,0.01,0.04,0.01,0.0,0.0,0.0,0.59,0.17,0.19,0.01,0.04,0.01,0.0,0.0,-0.01,0.56,0.19,0.19,0.02,0.04,0.01,0.0,0.0,-0.01,15.835103,356.04203983979176,1745.5968,1752.5031,3245.0935,942.56689,1752.5031,676.7,-2.1,10.7,538.1,145.4,323.8,5.0,0.7,1.0,0.1,0.5939950313435868
CLR,12353280,442.5,47.16388358868854,-114.53651698285104,-1417.64,6.83556,0.82,0.07,0.09,0.01,0.01,0.0,0.0,0.0,1.1102230246251563e-16,0.83,0.12,0.03,0.01,0.02,0.0,0.0,0.0,-0.01,0.84,0.12,0.02,0.01,0.01,0.0,0.0,0.0,0.0,17.360731,151.58664058368774,1453.5649,1485.4393,2435.9893,919.37994,1485.4393,888.4,-0.2,10.7,641.7,128.2,300.2,4.4,0.7,1.0,0.0,0.7297245803339157
CLR,12353300,24050.9,46.52169755378816,-113.50193205591523,-1328.34,4.56058,0.58,0.16,0.19,0.01,0.04,0.01,0.0,0.0,0.01,0.59,0.17,0.18,0.01,0.04,0.01,0.0,0.0,0.0,0.56,0.19,0.19,0.02,0.04,0.01,0.0,0.0,-0.01,15.844646,356.07421556227126,1728.588,1734.1812,3245.0935,902.87567,1734.1812,681.0,-2.0,10.8,542.8,143.2,322.6,5.0,0.7,1.0,0.1,0.6136619227654888
CLR,12353820,116.4,47.1750288366236,-115.09931247062764,-1523.1,8.42344,0.84,0.14,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.86,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.01,25.435509,23.27058829378527,1609.6748,1556.912,2298.4866,815.81964,1556.912,1195.2,-0.2,10.0,640.6,183.6,292.5,4.4,0.6,1.1,0.0,0.5366927277732696
CLR,12354000,787.5,47.37823846854932,-115.39189534140684,-1487.11,7.94403,0.89,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.91,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.01,22.055265,143.02414234349806,1389.1576,1390.1121,2225.1519,812.25989,1390.1121,1091.7,0.1,10.8,645.8,127.4,290.4,4.6,0.6,1.0,0.0,1.6640579316732207
CLR,12354500,27248.0,46.59248609932508,-113.67030316580404,-1342.43,4.7208,0.61,0.16,0.17,0.01,0.03,0.01,0.0,0.0,0.0099999999999998,0.61,0.16,0.17,0.01,0.03,0.01,0.0,0.0,0.0099999999999998,0.59,0.18,0.17,0.01,0.03,0.01,0.0,0.0,0.0099999999999998,16.698067,0.879194851056629,1691.6597,1700.3096,3245.0935,792.97992,1700.3096,726.1,-1.8,10.8,554.1,143.2,319.4,4.9,0.7,1.0,0.1,0.6640457560875136
CLR,12355100,43.7,48.99882367386882,-114.28667670856518,-1401.99,14.00871,0.39,0.31,0.28,0.01,0.01,0.0,0.0,0.0,0.0,0.41,0.31,0.25,0.01,0.01,0.0,0.0,0.0,0.01,0.41,0.29,0.28,0.01,0.01,0.0,0.0,0.0,0.0,23.929274,232.11455099217108,1711.9386,1803.5657,2958.2983,1169.0282,1803.5657,1429.9,-3.0,7.1,557.4,383.1,304.7,3.7,0.6,1.0,0.0,1.1659435195798433
CLR,12355150,26.2,48.9439353615704,-114.65081055986066,-1180.07,6.00943,0.82,0.14,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.82,0.15,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0,22.028217,95.28469398755809,1838.2576,1821.4504,2354.0647,1399.4955,1821.4504,1505.3,-3.5,6.5,535.2,349.3,317.4,4.1,0.6,1.0,0.0,1.8387440874718706
CLR,12355700,1066.9,48.085319133077874,-113.2417877614229,-1321.11,6.17344,0.77,0.08,0.13,0.0,0.0,0.0,0.0,0.0,0.02,0.76,0.11,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,22.074785,230.37118440580247,1858.7568,1849.1711,2696.884,1195.3131,1849.1711,1153.6,-2.0,8.1,590.9,292.9,310.9,4.2,0.6,1.0,0.0,1.98444242337848
CLR,12356000,21.9,48.27763017902657,-113.34424806732896,-1503.66,17.60572,0.16,0.04,0.79,0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.61,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.69,0.13,0.0,0.0,0.0,0.0,0.0,1.1102230246251563e-16,16.693169,260.5773253832255,1790.3873,1803.0699,2318.1267,1475.3822,1803.0699,1202.7,-1.8,8.0,602.0,298.8,308.0,3.8,0.6,1.0,0.0,2.4498625910949676
CLR,12356500,53.8,48.29547742584108,-113.37613488234751,-1462.02,15.10212,0.47,0.1,0.42,0.01,0.01,0.0,0.0,0.0,-0.01,0.48,0.33,0.18,0.01,0.01,0.0,0.0,0.0,-0.01,0.48,0.38,0.12,0.01,0.01,0.0,0.0,0.0,0.0,17.34535,177.84087683244917,1722.3068,1749.7628,2613.5266,1346.7461,1749.7628,1177.7,-1.7,8.3,604.3,284.0,308.5,3.9,0.6,1.0,0.0,2.322705339193689
CLR,12357000,1317.8,48.11577920016335,-113.2904501580822,-1327.78,6.30493,0.77,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.01,0.76,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.15,0.12,0.0,0.0,0.0,0.0,0.0,0.01,22.508066,229.5774487433225,1831.5076,1821.4923,2696.884,1136.5601,1821.4923,1165.9,-1.9,8.2,594.9,291.6,309.4,4.1,0.6,1.0,0.0,2.216012912980688
CLR,12358500,2914.8,48.330598120123234,-113.52343595293272,-1368.6,7.55087,0.69,0.11,0.17,0.01,0.01,0.0,0.01,0.0,0.0,0.67,0.13,0.17,0.01,0.01,0.0,0.01,0.0,0.0,0.64,0.2,0.13,0.01,0.01,0.0,0.01,0.0,0.0,23.505215,250.88964017430555,1749.9374,1722.5421,3080.9387,952.44,1722.5421,1237.4,-2.0,8.5,592.5,304.3,304.3,4.1,0.6,1.0,0.0,2.4697737762786636
CLR,12359000,2477.5,47.570430966957225,-113.33804502817873,-1278.3,2.56166,0.71,0.09,0.18,0.01,0.01,0.0,0.0,0.0,0.0,0.64,0.11,0.24,0.01,0.01,0.0,0.0,0.0,-0.01,0.58,0.21,0.19,0.01,0.01,0.0,0.0,0.0,0.0,22.467218,68.67611123113997,1905.4086,1885.9141,2842.1062,1118.5638,1885.9141,1121.9,-2.6,8.5,559.0,304.6,320.2,4.4,0.7,1.0,0.0,1.9392587492194642
CLR,12359500,483.6,47.88322611899006,-113.2466564941646,-1240.84,2.75707,0.83,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.01,0.72,0.08,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.13,0.15,0.0,0.0,0.0,0.0,0.0,0.01,20.859119,253.99505518065197,1855.048,1835.7438,2710.4224,1118.2722,1835.7438,1054.2,-2.3,8.4,571.5,270.0,314.2,4.4,0.7,1.0,0.0,1.9872608260295423
CLR,12359800,3001.6,47.62591658240011,-113.3265419650581,-1271.69,2.57372,0.73,0.09,0.16,0.01,0.01,0.0,0.0,0.0,0.0,0.65,0.11,0.23,0.01,0.01,0.0,0.0,0.0,-0.01,0.61,0.19,0.18,0.01,0.01,0.0,0.0,0.0,0.0,22.120432,64.3104837541358,1891.569,1872.0331,2842.1062,1096.6237,1872.0331,1108.1,-2.5,8.6,562.1,296.5,318.7,4.4,0.7,1.0,0.0,1.7555199477856107
CLR,12360000,122.4,48.01448785204793,-113.44917287912855,-1327.42,3.82126,0.88,0.12,0.01,0.0,0.0,0.0,0.0,0.0,-0.01,0.79,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.15,0.06,0.0,0.0,0.0,0.0,0.0,0.0,23.811333,184.72982776877944,1657.89,1655.5906,2368.3267,1096.3972,1655.5906,1123.1,-1.3,9.2,613.1,242.7,308.2,4.2,0.6,1.0,0.0,2.4661589657936567
CLR,12360500,58.1,48.0530004759322,-113.54440014551514,-1355.53,4.66522,0.85,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.85,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.85,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.01,24.487238,135.60123498642247,1687.7773,1675.1786,2383.6318,1097.1166,1675.1786,1216.8,-1.4,8.8,616.2,277.1,310.7,4.2,0.6,1.0,0.0,2.999939364092226
